author,content
krzysztofbosak,Trzeci rok leci naszych potyczek z cenzurą PiS. Zwracajcie uwagę kogo Wam pokazują - to nigdy nie jest przypadkowe ani bezinteresowne
krzysztofbosak,"Niby tak, a jednak to boli. Trudno się zdystansować do własnego narodu. Trudno zabić w sobie nadzieję na coś więcej. Trudno zapomnieć o poczuciu godności czy walce poprzednich pokoleń o wolności i niepodległość. Trudno przyjąć, że nasza rola to powtarzać to co wyjdzie na focusach"
krzysztofbosak,"Byłbym ostrożny z oceną. Rubelkiem jest dla nich poparcie, subwencja, przedłużenie własnej władzy i utrwalenie własnej egzystencji na scenie politycznej jako „proeuropejska centroprawica”. Dotychczas ich oportunizm pozwalał im poprawiać swoją pozycję. Patrz np. poparcie Lizbony"
krzysztofbosak,"Być może taka jest cyniczna kalkulacja Jarosława Kaczyńskiego: spełnimy to czego chce Bruksela, Polacy na własne życzenie dostaną porządnie w kość, a szczytowy moment wkurzenia i frustracji chaosem, który zapanuje będzie przypadać na okres rządów obecnej opozycji"
krzysztofbosak,"Nawet nie ma pewności czy ta destrukcyjna ustawa odblokuje choć jedną transzę eurodługu. Po pierwsze są także inne warunki, po drugie rząd PiS nie ma na piśmie nic poza jednym tweetem komisarza @dreynders i zapewnieniem, że to „krok w dobrą stronę” (a nie spełnienie warunku)"
krzysztofbosak,"Wynik głosowania nad legalizacją przekazywania uzbrojenia Ukrainie. Bez słowa jakiejkolwiek debaty - po prostu dopisali przepisy niezwiązane z ustawą na ostatnim etapie prac nad ustawą na inny temat (głos za = za odrzuceniem poprawki):
https://t.co/gQRQUayJqs https://t.co/KJiZgi8ANs"
krzysztofbosak,"Gdy trzeba było ostatnio zaasekurować rząd PiS, w kwestii zadłużania RP z UE i nałożenia brukselskich podatków, to zrobiła to Lewica. Dziś, w kwestii podległości Brukseli, PO, Lewica i PSL. Partie systemowe chcą by rząd PiS trwał i realizował program brukselski. I to się dzieje."
krzysztofbosak,W ławach zdrajców nie było radości. Wiedzą co robią https://t.co/xGe7PNWQBa
krzysztofbosak,"Wyniki 

https://t.co/PBbH8xKSjQ"
krzysztofbosak,"Brukselsko-pisowska ustawa ustanawiająca anarchię i podległość sądowo-ustrojową UE w Polsce niestety przegłosowana, przy poparciu PiS i przy braku sprzeciwu większości posłów PO, Lewicy i PSL. 

Dzień hańby. 

Liczymy na odważne weto prezydenta @AndrzejDuda! https://t.co/dQfqZIdzah"
krzysztofbosak,"Trwają wnioski formalne przed haniebnym głosowaniem ws. poddania polskiego porządku prawnego i sądownictwa pod dyktando Brukseli. Gdyby nie Konfederacja to na sali nawet nie wybrzmiałby głos sprzeciwu wobec zdrady kartelu partii antyniepodległościowych: PiS, PO, Lewica, PSL, 2050"
krzysztofbosak,Do dzisiejszego bloku głosowań (za 10 min.) doszły senackie poprawki ws. ustawy o pomocy Ukraińcom. Wśród nich ciekawostka: wychodząca poza zakres ustawy zaskakująca poprawka legalizująca przekazywanie uzbrojenia na Ukrainę. Czyżby dotychczas odbywało się to bez podstawy prawnej?
krzysztofbosak,Warto wiedzieć
krzysztofbosak,"Bardzo ciekawy wątek o wybitnym, krytycznym wobec progresywistów, brytyjskim historyku i autorze książek. Jedno z tych nazwisk, których człowiek wykształcony nie może nie znać"
krzysztofbosak,"Jadę do Sejmu. W radiu cały czas kłamią:
1. Że ustawa jest o SN a nie wszystkich sądach i sędziach
2. Że jej przegłosowanie odblokuje środki UE (nie ma pewności,jedną transzę)
3. Że opozycja ma w tej sprawie wspólne stanowisko
4. Że jakieś poprawki mogą coś w tej ustawie poprawić"
krzysztofbosak,"Przypominam wątek, w którym informowałem o skandalu jakim jest ustawa wprowadzająca sędziokrację i brak praworządności w zamian za obietnice zdjęcia bezprawnej blokady kapitału dłużnego z UE"
krzysztofbosak,Ciekawa myśl
krzysztofbosak,"Ani nadmiar egoizmu ani nadmiar empatii i angażowania się w cudze sprawy nie są dobre. Potrzebna jest właściwa miara w każdej rzeczy. Także w krytycyzmie do własnej tożsamości narodowej. Jako naród jesteśmy naiwni, emocjonalni i mało roztropni, ale inne narody mają cięższe wady."
krzysztofbosak,"Autorzy artykułu wymiennie używają sformułowań „wpisy antyukraińskie” i „dezinformacja”. OK. Niech będzie. Czy możemy tę zasadę zastosować także do naszego kraju, drogie @wirtualnemedia? Czy możemy traktować każdy wpis antypolski jako „dezinformację”?"
krzysztofbosak,"Tu nie ma co wątpić. Pomysł na tę „komisję” to ustrojowo-prawny potworek bez żadnego związku z ładem prawnym, który zdaje się obowiązywać w Rzeczypospolitej.

Te kolejne projekty w oczywisty sposób sprzeczne z ładem prawnym pokazują jak tolerancjonizm prezydenta rozzuchwalił PiS."
krzysztofbosak,Jak wam nie wstyd? https://t.co/lhy5lxKJaD
krzysztofbosak,"Fragment moich notatek - lista służb uprawnionych do szpiegowania obywateli. W sumie jest to kilka tysięcy funkcjonariuszy, którzy będą mogli to robić. Bez żadnych jasnych granic tych uprawnień ani bez efektywnej kontroli sądowej korzystania z nich 🤦🏼‍♂️ https://t.co/K3io8yyJ4F"
krzysztofbosak,"Dziś w Sejmie spore zainteresowanie wywołało pojawienie się naszych ludzi z *całą* ustawą telekomunikacyjną wydrukowaną na papierze. W tym tekście rząd ukrył przepisy o szpiegowaniu, cenzurowaniu i praniu mózgu Polakom. O tym projekcie mówiłem także dziś z mównicy sejmowej! https://t.co/t9HEx1syvj"
krzysztofbosak,"Dobre podsumowanie sytuacji w jaką Polskę wprowadził rząd PiS. Całkowite zakiwanie, a w tej chwili zwrot o 180 stopni i próba kapitulacji wobec UE przy utrzymaniu buńczucznej, kontrfaktycznej retoryki"
krzysztofbosak,"„Do Biura Izby Rolniczej Województwa Łódzkiego wpływają sygnały od rolników, że kukurydza sprowadzona z Ukrainy jest zanieczyszczona mykotoksynami (przekraczająca 10-krotnie dopuszczalne normy) i nadaje się tylko do palenia.”
https://t.co/lOYSyTo2xk"
krzysztofbosak,Dziś przed dworcem Warszawa Centralna zaprezentowaliśmy rozwiązania sytuacji z horrendalnymi wzrostami cen biletów
krzysztofbosak,"Dobry komentarz @Radziejewski do sporu o KPO i ustawę o sądach. Główne tezy: To nie spór o praworządność, a o władzę. Trwa „cicha federalizacja” UE. Mamy do czynienia z bezprecedensowym upodmiotowieniem politycznym i finansowym unijnego głównego nurtu.
https://t.co/2L1C8pnc1b"
krzysztofbosak,O 20:30 porozmawiam z poseł @KLubnauer w @PolsatNewsPL o hipotetycznym scenariuszu członkostwa Polski w Unii Gospodarczej i Walutowej i zamianie złotego na euro
krzysztofbosak,"Swoją drogą 3 minuty na omówienie projektu dotyczącego wszystkich sądów, wszystkich sędziów i będącego elementem trwającego trzeci rok konfliktu z UE i siódmy rok konfliktu w sądownictwie to zupełnie niepoważne. Pokazuje to podejście partii rządzących do debaty i do wyborców."
krzysztofbosak,Część 2/2
krzysztofbosak,"Dzisiejsze wystąpienie ws. ustawy o sądach. To jest bardzo ważna sprawa!

Część 1/2"
krzysztofbosak,W mojej ocenie 99% dziennikarzy ani nie przeczytało ani nie zrozumiało tej ustawy tylko powtarzają frazesy.
krzysztofbosak,"Media nazywające unijno-pisowski projekt ustawy „ustawą o Sądzie Najwyższym” wprowadzają Polaków w błąd.

Ta ustawa dotyczy wszystkich sądów i wszystkich sędziów w Polsce. Dlatego jest tak groźna. Spowoduje ona spadek dostępności do wymiaru sprawiedliwości dla każdego obywatela."
krzysztofbosak,Rządowe @PolskieRadio24 w serwisie informacyjnym omawiając stanowiska partii wobec brukselsko-PiSowskiej ustawy o chaosie w sądach pomija stanowisko @KONFEDERACJA_ i zarazem szeroko relacjonuje krytycyzm firmującej rząd PiS i należącej do klubu PiS partii @SolidarnaPL
krzysztofbosak,"Dobrze, że jest twitter bo inaczej Sejm mógłby się nie dowiedzieć jakie decyzje zapadają i są ogłaszane zagranicą ws. oddawania uzbrojenia Sił Zbrojnych RP innym państwom. 

Jaka jest podstawa prawna takich decyzji?"
krzysztofbosak,"Posłowie, którzy samodzielnie i merytorycznie pracują w komisjach nie są w PiS mile widziani. Albo głosujesz na komendę albo wypad"
krzysztofbosak,"Wielka koalicja na rzecz niszczenia praworządności i łamania Konstytucji za „przywilej” zadłużania się z UE i płacenia podatków do Brukseli. Hańba!
https://t.co/n8zhFS0GDV https://t.co/pqUxZoKIl6"
krzysztofbosak,Centrolewica zapropnowała dziś rządowi PiS swoje usługi ws. wspólnego odrzucenia naszego wniosku o odrzucenie w pierwszym czytaniu „unijnej” ustawy o chaosie i bezkarności w sądach. Głosowanie o 14:30. W sprawie podległości Brukseli działa wielka koalicja PiS-PO-PSL-Lewica-PL2050
krzysztofbosak,"Jako jedyni mówimy prawdę ws. zadłużenia KPO, kapitulacji rządu przed Brukselą i zagrożenia praworządności i porządku w państwie przez ustawę o sądach"
krzysztofbosak,"To co chce zrobić Bruksela i rząd to podnieść tego typu podejście do rangi obowiązującego w Rzeczpospolitej prawa. Nie dajcie sobie wmówić, że projekt ustawy o sądach nakłada jakiekolwiek limity w tym zakresie. Nie ma ich w tym projekcie, niezależnie cokolwiek mówią Wam w mediach https://t.co/TXXfFvRTr1"
krzysztofbosak,"UE nie zwalnia tempa jeśli chodzi o niszczenie europejskiej motoryzacji i zarzynanie gospodarek poprzez podnoszenie kosztów transportu:
 
„Ciężarówki Euro 7 mimo wszystko nadchodzą – Bruksela nie zgadza się z krytyką”
https://t.co/0TpgXF4e20"
krzysztofbosak,Rząd rozwiązuje problem braku podstaw prawnych do stosowania Pegasusa i systemów jemu podobnych
krzysztofbosak,"Kilka zdjęć z porannej akcji ws. nadprodukcji prawa. Tylko w okresie ostatnich rządów PiS w życie weszło ponad 150 tys. stron nowych regulacji opublikowanych w Dzienniku Ustaw! Nadprodukcja prawa niszczy praworządność, bo już nikt normalny nie jest w stanie się w tym zorientować!"
krzysztofbosak,"Właściciel sklepu sam odparł atak dwóch uzbrojonych złodziei. Jeden z nich zmarł uciekając. W takiej sytuacji nie powinno być żadnego badania „proporcjonalności” użytych środków obrony. Uzbrojony napastnik musi wiedzieć, że ryzykuje życie, a nie guza
https://t.co/Q2RkUqcxbG"
krzysztofbosak,"„PiS party have un-bureaucratically issued visas to hundreds of thousands of people – primarily to Ukrainians, but also to Indians and to Vietnamese”"
krzysztofbosak,"Obszerny artykuł niemieckiego Spiegla o tym jak pod rządami PiS Warszawa, a z nią powoli cała Polska, staje się wielonarodowościowym i wielokulturowym tyglem dla imigrantów z Europy Wschodniej i Azji"
krzysztofbosak,"Wobec 7 lat blokowania wszelkich zmian prawnych na rzecz środowiska strzelców, sprzedawców, instruktorów i kolekcjonerów broni, niekończącej się rotacji partyjnych kadr we władzach PGZ i kupowania wszystkiego zagranicą w 2022 ten wpis to chyba jakiś mało śmieszny żart."
krzysztofbosak,"Poznaliśmy się w 2014 roku w Krakowie, a ostatnio spotkaliśmy się w tym roku w trakcie dorocznej konferencji OBWE. Wśród najbliższych współpracowników ma Polaka"
krzysztofbosak,"Rzadki przypadek, że członkowie rządu demaskują propagandę premiera.

A już za dwa dni w Sejmie kolejna próba przepychania brukselskiej ustawy legalizującej podważanie konstytucyjnych instytucji Polski przez sądy i nieuznawanie przez sędziów siebie nawzajem i swoich wyroków."
krzysztofbosak,Przegląd złych wiadomości https://t.co/tBTCOZ8R9r
krzysztofbosak,"Wraz z @SlawomirMentzen od nowego roku ruszamy z nowym formatem wspólnego komentarza do bieżących wydarzeń politycznych i gospodarczych. Dziś na kanale @KONFEDERACJA_ premiera pierwszego odcinka. Dajcie znać czy taka forma Wam się podoba!
https://t.co/D1uDXDVhs1"
krzysztofbosak,"Niekompetentny Szymon Hołownia: Konstytucja nic nie mówi o gotówce, ustawy pod rządami Morawieckiego coraz bardziej zacieśniają limity korzystania z gotówki, a nowy projekt pieniądza cyfrowego banków centralnych to pełna kontrola rządów nad każdą transakcją, a nie wolność"
krzysztofbosak,Za klika minut zaczynamy Śniadanie Rymanowskiego w @PolsatNewsPL
krzysztofbosak,"Szymon Hołownia najpierw tłumaczy się, a teraz zmienia ton ws. gotówki po krytyce ze strony Konfederacji. Dobry przykład jak nasza praca polityczna ma dyscyplinujący wpływ na resztę polityków"
krzysztofbosak,⬇️
krzysztofbosak,"Na gotówce zależy ludziom, którzy cenią wolność, z poglądami spoza głównego nurtu, którzy nie chcą blokowania środków na kontach (jak w Kanadzie), mrożenia środków ze zbiórek (jak w USA), zamykania ich kont w bankach (jak w Austrii), ani inwigilacji swoich finansów (jak w Polsce)"
krzysztofbosak,Za chwilę podyskutujemy o polityce w Śniadaniu @RadioZET_NEWS
krzysztofbosak,Swoją drogą ciekawe czy także Ukraińcom sprzedają taniej niż Polakom?
krzysztofbosak,"Orlen sprzedawał Czechom taniej paliwo niż Polakom. Tak wyglądają koszty populizmu finansowego rządu PiS i ukrywania jego skutków przed Polakami. To się dzieje na każdym kroku - także w cenach gazu, ciepła, prądu etc.

https://t.co/RI0Jux0tXw"
krzysztofbosak,⬇️
krzysztofbosak,"W Chorwacji po wejściu do strefy euro na tyle duże podwyżki, że rząd rozważa zamrożenie cen
https://t.co/POO7uLSJCJ"
krzysztofbosak,"Tu się nie ma co budzić: UE nam tak wywindowała ceny prądu, że taniej kolej nie pojedzie. A auta spalinowe jako tańsza alternatywa według UE mają zniknąć - rząd w ramach KPO zobowiązał Polskę do realizacji kolejnych elementów tej polityki 🤦🏼‍♂️"
krzysztofbosak,"Można się z tego śmiać jako z teorii spiskowej albo zastanowić się co to mówi o nastrojach społecznych. Polacy obserwują styl uprawiania polityki przez klasę polityczną. Dochodzą do wniosku, że to by pasowało do tego co widzą. I ja się takim wnioskom zupełnie nie dziwię"
krzysztofbosak,To jeszcze aktualne?
krzysztofbosak,"Drugie pytanie: Po jakiej cenie Orlen sprzedaje paliwo w ramach tego nowego sektora popytowego: cywilnego i wojskowego zaopatrzenia Ukrainy oraz zaopatrzenia NATO? Po takiej jak w detalu sprzedaje Polakom czy po innej? Czy to jest transparentne? 
@PKN_ORLEN @RzecznikORLEN"
krzysztofbosak,"Żeby nie umknęło: wczoraj główny ekonomista Orlenu przyznał, że Orlen trzymał wysokie ceny żeby redukować popyt oraz że Orlen obecnie zaspokaja popyt nie tylko z Polski, ale także z Ukrainy oraz z NATO, czyli—jak możemy się domyślać—koszt działań wojennych. Jaka jest tego skala? https://t.co/sRLOy469ao"
krzysztofbosak,"Teraz rozmowa w @RadioWNET, zapraszam"
krzysztofbosak,Wniosek: żeby wojna nie windowała cen paliw Polakom NATO powinno wesprzeć Polskę dodatkowymi dostawami paliwa. Inaczej popyt generowany przez NATO i wojskowe wsparcie Ukrainy i popyt ludności cywilnej w Polsce (Polaków+imigrantów+uchodźców) rywalizują cenowo (???) o tę samą podaż
krzysztofbosak,"Dwa ciekawe cytaty z wywiadu z głównym ekonomistą Orlenu, pokazujące jak trwająca wojna Rosji z Ukrainą podnosi koszty życia Polakom: https://t.co/4aozz0qISt"
krzysztofbosak,"Mecenas @MichalWawer i doktor @styszka są bezlitośni dla rządu @MorawieckiM. Podsumowanie podwyżek podatków, które funduje nam PiS od nowego roku:
https://t.co/tBTgkBqRGl"
krzysztofbosak,"Prezes @DanielObajtek broniąc się przed zarzutami utrzymywania zawyżonych cen na koniec roku 2022 mówi, że inaczej w okresie przedświątecznym mielibyśmy „panikę i kolejki na stacjach” oraz „szok logistyczny”. Piękne podsumowanie efektów polityki podatkowej rządu @MorawieckiM!"
krzysztofbosak,"Zainteresowanym uzupełnieniem wiedzy na temat katolickiego nauczania w sprawie kary śmierci polecam poniższy artykuł „Prawdziwa nauka Kościoła o karze śmierci”, publikacje z profilu @KaraSmierciKato czy publikacje ojca prof. Tadeusza Ślipko na ten temat 
https://t.co/UIWegKKCWC"
krzysztofbosak,"Uporządkujmy kilka rzeczy:

1. W fundamentalnych sprawach nauka Kościoła jest niezmienna.
2. Moralność katolicka zawsze dopuszczała karę śmierci w uzasadnionych przypadkach.
3. JPII i BXVI zachęcali do jak najrzadszego stosowania KŚ.
4. Franciszek zachęca do jej niestosowania."
krzysztofbosak,"Metoda balansowania przez napuszczanie ludzi na siebie i instrumentalnego podejścia do wszystkiego i wszystkich przynosi właśnie takie rezultaty.

To nie przywództwo.
To pasożytnictwo za zagubionym narodzie."
krzysztofbosak,"No to mamy komplet. Już nie tylko posłowie opozycji, posłowie koalicji rządzącej, ale także prezydent piętnuje kłamstwa rządu ws. polityki unijnej. 

Całkowite zakiwanie rządu Jarosława Kaczyńskiego."
krzysztofbosak,"Przesadzam?
To posłuchajcie profesora konstytucjonalisty z tego rządu:"
krzysztofbosak,"Linia rządu ws. KPO:
1. Sukces! € będzie w 2021
2. Zaliczki będą w 2021, gdy uzgodnimy plan
3. Zaliczek nie będzie. Transze będą gdy spełnimy kamienie milowe
4. Jest kompromis. € już w 2022
5. Oszukali nas. Damy sobie radę bez €
6. Potrzebujemy € ale musimy złamać Konstytucję"
krzysztofbosak,"PiS tak rządzi PAPem, że można go pomylić ze stroną lewicowej @krytyka"
krzysztofbosak,"Gdzie wady? Jeśli chcemy by nasze miasta nie stały się multikulturowym koczowiskiem dla tysięcy nielegalnych imigrantów, którzy chcą dostać się do Niemiec, Anglii, Francji czy Szwecji, które nie chcą ich przyjąć, to @Straz_Graniczna musi skutecznie robić swoją nieprzyjemną robotę"
krzysztofbosak,Obudzili się. „Trzeba jasno mówić”? To kiedy wreszcie to powiecie? Oczywiście nie chodzi o mówienie tego w Polsce Polakom
krzysztofbosak,Żądamy kontroli @UOKiKgovPL w @PKN_ORLEN w związku z zawyżaniem cen paliw na całym rynku hurtowym w Polsce
krzysztofbosak,Ufacie im?
krzysztofbosak,"Przy okazji: @elonmusk ciągle jeszcze nie wyeliminował wszystkich mechanizmów manipulacji wprowadzonej na twittera przez kulturową lewicę, która nim rządziła. Dla przykładu w podpowiedziach przy robieniu oznaczeń mi w ogóle nie wyświetla się profil @ruchnarodowy. To nie przypadek"
krzysztofbosak,"To że profil @KONFEDERACJA_ był najpopularniejszym profilem politycznym w Polsce nie było przypadkiem. Po jego zablokowaniu, na podstawie zmyślonych przyczyn, teraz to miejsce zajmuje profil @ruchnarodowy.

To też pokazuje, że Polacy chcą zupełnie czego innego niż promują media."
krzysztofbosak,"Publiczna bezczynność władz RP ws. sformułowania polskich oczekiwań w sprawie upamiętniania antypolskich zbrodniarzy przez beneficjenta gigantycznej polskiej pomocy wojennej to działanie sprzeczne z racją stanu.

Nieprawda, że nie czas na to. Milcząc RP komunikuje że to nieważne."
krzysztofbosak,"Miały to być najtańsze pieniądze, ale po raz kolejny okazało się, że nie ma darmowego lunchu: za co nie zapłaci się odsetkami, za to zapłaci się ustępstwami politycznymi i podporządkowaniem programowym i prawnym. 

PiS podał swoją cenę za niezależność: kilkadziesiąt mld rocznie."
krzysztofbosak,"Całego zamieszania w tej formie by nie było gdyby premier Morawiecki i minister Szymański nie zgodzili się na szczycie w 2020 roku na taki sposób dysponowania kapitałem z długu zaciągniętego przez UE, w którym eurokraci decydują o wszystkim, a państwa członkowskie o niczym."
krzysztofbosak,"Właśnie minął rok od ostatecznego możliwego terminu przekazania Polsce zaliczek na KPO. Pierwotnie miały one być przekazane Polsce po akceptacji planu wydatkowego, a nie po spełnieniu „kamieni milowych”. „Kamienie” miały być spełniane PO OTRZYMANIU zaciągniętego przez UE długu. https://t.co/CeEXNix9Am"
krzysztofbosak,"Dziś kolejne państwo Europy utraciło podstawowy atrybut suwerenności: możliwość prowadzenia polityki monetarnej i wpływ na swój rynek finansowy. Rząd Chorwacji wyrzekł się własnej waluty, przyjął euro i tym samym wprowadził kraj pod władzę banku centralnego z Frankfurtu nad Menem"
krzysztofbosak,Wszystkiego dobrego w nowym roku - oby był lepszy! 💥🥂💥
krzysztofbosak,⬇️
krzysztofbosak,"Rząd rękami Orlenu wysysał Polaków finansowo przez ostatnie miesiące, utrzymując zawyżone ceny, po to aby teraz je obniżyć i jednocześnie od 1 stycznia przywrócić 23% VAT i aby Polacy nie zauważyli różnicy w cenie"
krzysztofbosak,Nie wiem czy uwagi kierowane do tej destynacji padną na podatny grunt 🙃
krzysztofbosak,"Papież Benedykt XVI odszedł do Pana Boga. Dziękujemy za całe życie służby, za obronę prawd wiary i niezmienności zasad katolickiej moralności w sytuacji rozchwiania ideowego XX wieku, za uwolnienie tradycyjnej Mszy oraz za pracę na rzecz jedności i ciągłości Kościoła katolickiego"
krzysztofbosak,Genialny dobór muzyki! 😂
krzysztofbosak,"Jest oczywiste, że w Polsce nie ma równych reguł rywalizacji politycznej, a media w różny sposób traktują różne partie. Niemniej nawet rzeczy oczywiste od czasu do czasu warto ilustrować przykładami. I taki przykład został poddany analizie w poniższym wątku"
krzysztofbosak,"To dobra ilustracja tego mitycznego „rozwoju”, który @MorawieckiM chce finansować zadłużeniem.

Przechodzimy stopniowo z normalnej aktywności gospodarczej na kroplówkę podawaną przez urzędników. Próbują Wam wmówić, że im więcej kroplówki tym większy „rozwój”."
krzysztofbosak,Wojtek robi dobrą robotę. Poznałem go gdy robił wywiad ze mną dla @NamZalezy i to co mi się podobało w jego stylu to przemyślane pytania i dużo czasu na odpowiedzi. Brak powierzchowności. To takie rzadkie! Projekt „TŚJN” mile mnie zaskoczył - zamierzam obejrzeć wszystkie odcinki.
krzysztofbosak,"Albo to jakiś błąd systemu albo zmiana wajchy, w każdym razie zaprosili mnie do @PolskieRadio24. Jeśli nic się nie zmieni to o 20:00 wezmę udział w debacie z politykami innych opcji na żywo"
krzysztofbosak,"Oczywiście do warsztatu „progresywnego” dziennikarza należy znajomość i respektowanie obszarów koncesjonowanego pluralizmu. W PRL były to różne frakcje w PZPR i koncesjonowanej elity, dziś frakcje w „obozie demokratycznym” (od centrum do lewicy) czy politpoprawnych liderów opinii"
krzysztofbosak,"Jest to generalna metoda zachowania progresywistów, praktykowana zarówno w PRL (patrz relacje Tyrmanda czy Bobkowskiego na temat inteligentnego oportunizmu koncesjonowanych dziennikarzy i artystów) jak i w wolnej Polsce (formacyjnym liderem ich opinii stała się Gazeta Wyborcza)"
krzysztofbosak,"Schemat funkcjonowania dziennikarzy w takich mediach jak TVN to swoisty antypluralizm. W każdej sprawie czują się pewnie jeśli znają „słuszną linię” obozu rzekomego postępu i mogą robić to co lubią i umieją, czyli górować nad rzekomym „ciemnogrodem”"
krzysztofbosak,"To jest chyba dobry przykład tej słynnej wyprzedaży majątku państwowego za bezcen, za którą krytykowana była prywatyzacja lat 90. i 2000."
krzysztofbosak,"Poprawny politycznie kołtun tego nie pojmie. Poprawny politycznie kołtun czytał wielu powołujących się na naukę dziennikarzy, ale nie miał w rękach ani jednego podręcznika z zakresu filozofii nauki czy metodologii nauki"
krzysztofbosak,"To nie UE to ukryła. To Wy przez 7 lat rządów ukrywaliście to przed społeczeństwem, roztaczając w mediach aurę kłamstw o rzekomych sukcesach negocjacyjnych i „wstawaniu z kolan”. Teraz—kiedy grunt Wam ucieka spod nóg—nagle to UE okazuje się winna?

Czas rozliczenia Was nadchodzi."
krzysztofbosak,"W rzeczywistości coraz bardziej zdominowanej przez kolejne ofensywy lewicy liberałowie mają trzy drogi: -przyłączyć się do lewicy i robić to co ona
-stanąć przeciw lewicy i bronić swobody myślenia i działania
-milczeć

Można to obserwować na Zachodzie i można teraz także u nas."
krzysztofbosak,⬇️
krzysztofbosak,"Dziękuję wszystkim obecnym na spotkaniu otwartym w Szczecinie! Dobra organizacja, wielu uczestników, intensywna dyskusja i miłe przyjęcie przez działaczy - za to dziękuję i życzę Wam powodzenia! 

Zdjęcia skopiowane od @badach_dariusz @_BeataKozlowska i @michal_kotfica https://t.co/xZyu1jSJw6"
krzysztofbosak,"Ich myśl na dziś to: Długu publ. się nie spłaca tylko „roluje”. Koszt długu to „tylko” odsetki. Uważają się ze lepszych bo to rozumieją. Zatroskanych o finanse państwa uważają za głuptasów. Sami lekceważą coraz większy koszt obsługi długu, ryzyko kryzysu i uzależnienie od rynków."
krzysztofbosak,"Ta sama grupa ekonomistów i komentatorów, która mu przyklaskuje nie przyzna, że część długów po PRL spłacaliśmy, po negocjacjach, jeszcze przez wiele lat i Polacy płacili koszty tego w podatkach. Część z nich będzie nawet krytykować transformację lat 90.-następstwo bankructwa PRL"
krzysztofbosak,"Dawno nie czytałem głupszego argumentu za zadłużaniem państwa. Polska w późnych latach 80. zbankrutowała. Parafrazując myśl tego redaktora i lewicujących ekonomistów, którzy mu przyklaskują: Zadłużajmy się i bankrutujmy jako państwo raz na dwa pokolenia! Co nam to szkodzi!"
krzysztofbosak,"PS
Szczecinian zapraszam na spotkanie otwarte ze mną, które odbędzie się jutro (27 grudnia) w „All About” przy ul. Bolesława Krzywoustego 34/1-2 (Stary Dworzec Szczecin-Turzyn). Zapraszam!"
krzysztofbosak,"Kochani, w te Święta Bożego Narodzenia razem z moją żoną Kariną oraz synami Danielem (na zdjęciu) i Arturem życzymy Wam radości, pokoju ducha, wszystkich potrzebnych łask od nowonarodzonego Jezusa i życzliwości ze strony ludzi, którzy Was otaczają. Pozdrawiamy ze Szczecina! https://t.co/msWagOkCEF"
krzysztofbosak,"Mając na widoku sprawy narodów sąsiednich, Europy i świata nie zapominajmy, że tuż obok nas, w domu obok, mogą mieszkać ludzie, którzy potrzebują pomocy, ale sami o nią wstydzą się poprosić. Nasze zainteresowanie może zmienić ich życie na lepsze i uratować małe dzieci"
krzysztofbosak,Zdaniem bankowca @MorawieckiM to świetny interes 🙃
krzysztofbosak,"Dlatego rządzący próbują z wyprzedzeniem wpasować się w humory eurokratów podejmując ustalenia „na gębę” w kwestii przyszłości sądów. Najpierw robił to prezydent, a teraz premier. I zderzają się z tym, że każdy eurokrata te kilka linijek interpretuje jak chce. I to jest bezprawie"
